Device report
1 June 2022 - 9 February 2026
Campaign,Country/Territory (User location),Clicks
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Guinea-Bissau,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Guadeloupe,4
Course - System Thinking - Run 11 - Display - Remarketing - WW,Aruba,26
Course - System Thinking - Run 17 - Search - Prospecting - B,Saudi Arabia,7
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Austria,128
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Slovakia,0
Course - System Thinking - Run 16 - Display - Remarketing - A,Switzerland,1
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Paraguay,4
Course - System Thinking - Run 12 - Discovery - Webinar - A,Hong Kong,18
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Georgia,34
Course - System Thinking - Run 11 - Display - Remarketing - WW,Tanzania,"2,846"
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Mexico,323
Course - System Thinking - Run 14 - Display - Webinar - B,South Korea,10
Course - System Thinking - Run 12 - Discovery - Webinar - B,Sweden,12
Course - System Thinking - Run 16 - Display - Remarketing - USA,Iran,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Ukraine,"1,103"
Course - System Thinking - Run 14 - Display - Webinar - B,Slovakia,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Kuwait,7
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Saint Martin,0
Course - System Thinking - Run 14 - Display - Webinar - B,China,25
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,United Kingdom,12
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Italy,36
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Israel,35
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,South Africa,"1,875"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Guatemala,39
Course - System Thinking - Run 11 - Display - Remarketing - WW,Martinique,5
Course - System Thinking - Run 11 - Display - Remarketing - WW,Netherlands Antilles,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Greenland,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Dominican Republic,443
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Ethiopia,63
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Netherlands,"2,010"
Course - System Thinking - Run 16 - Display - Remarketing - B,Sri Lanka,129
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Yemen,7
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Saudi Arabia,967
Course - System Thinking - Run 17 - Search - Prospecting - B,Indonesia,150
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Saudi Arabia,100
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Iceland,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Poland,82
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Philippines,83
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,Ukraine,"2,002"
Course - System Thinking - Run 12 - Display - Remarketing - A,Norway,28
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Kenya,157
Course - System Thinking - Run 12 - Display - Remarketing - A,Ireland,30
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Israel,0
Course - System Thinking - Run 17 - Search - Prospecting - A,Canada,274
Course - System Thinking - Run 11 - Display - Remarketing - WW,Isle of Man,3
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,French Polynesia,1
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Greece,0
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ethiopia,324
Course - System Thinking - Run 14 - Display - Webinar - B,Isle of Man,0
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Tanzania,79
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,South Africa,904
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Luxembourg,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Faroe Islands,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Luxembourg,31
Course - System Thinking - Run 17 - Search - Prospecting - A,Germany,95
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Bolivia,44
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ireland,19
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Central African Republic,1
Course - System Thinking - Run 17 - Demand Gen - RM - A,Italy,2
Course - System Thinking - Run 12 - Discovery - Webinar - A,Belgium,2
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Switzerland,4
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Cote d'Ivoire,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Denmark,40
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Ireland,241
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Trinidad and Tobago,33
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Ireland,190
Course - System Thinking - Run 17 - Search - Prospecting - B,Bulgaria,7
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Peru,"2,193"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Italy,"1,753"
Course - System Thinking - Run 16 - Display - Remarketing - B,Trinidad and Tobago,14
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Cook Islands,0
Course - System Thinking - Run 14 - Display - Webinar - B,Nigeria,633
Course - System Thinking - Run 16 - Display - Remarketing - B,Zimbabwe,260
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Taiwan,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Argentina,251
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Thailand,9
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Malaysia,"1,059"
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Colombia,131
Course - System Thinking - Run 17 - Demand Gen - RM - A,Canada,18
Course - System Thinking - Run 16 - Display - Remarketing - B,Hong Kong,1
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Croatia,0
Course - System Thinking - Run 14 - Display - Webinar - B,Bahrain,0
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Nigeria,"3,690"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Kyrgyzstan,113
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Ecuador,117
Course - System Thinking - Run 17 - Search - Prospecting - B,Luxembourg,0
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,United Kingdom,954
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Norway,81
Course - System Thinking - Run 14 - Display - Webinar - B,Hungary,0
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Israel,0
Course - System Thinking - Run 16 - Display - Remarketing - B,Portugal,2
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,India,"1,900"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Egypt,120
Course - System Thinking - Run 17 - Search - Prospecting - B,Thailand,34
Course - System Thinking - Run 12 - Discovery - Webinar - B,Japan,25
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,United Kingdom,12
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Spain,0
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Sweden,3
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Croatia,22
Course - System Thinking - Run 12 - Display - Remarketing - A,Switzerland,29
Course - System Thinking - Run 11 - Display - Remarketing - WW,Macao,3
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Malaysia,65
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Uganda,109
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Fiji,5
Course - System Thinking - Run 17 - Search - Prospecting - B,Croatia,3
Course - System Thinking - Run 14 - Display - Webinar - A,Belgium,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Timor-Leste,46
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,United States Minor Outlying Islands,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Samoa,0
Course - System Thinking - Run 12 - Display - Remarketing - B,Chile,72
Course - System Thinking - Run 11 - Display - Remarketing - WW,Vanuatu,27
Course - System Thinking - Run 17 - Search - Prospecting - B,Singapore,9
Course - System Thinking - Run 17 - Search - Prospecting - A,Sweden,25
Course - System Thinking - Run 11 - Display - Remarketing - WW,Norway,428
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Nigeria,241
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Egypt,463
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,New Zealand,2
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Bangladesh,476
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Pakistan,351
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Denmark,110
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Angola,160
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Singapore,75
Course - System Thinking - Run 11 - Display - Remarketing - WW,Uruguay,61
Course - System Thinking - Run 11 - Display - Remarketing - WW,U.S. Virgin Islands,10
Course - System Thinking - Run 14 - Display - Webinar - B,Norway,17
Course - System Thinking - Run 17 - Demand Gen - RM - A,Spain,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Grenada,7
Course - System Thinking - Run 12 - Display - Remarketing - A,Spain,277
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Germany,271
Course - System Thinking - Run 14 - Display - Webinar - A,Denmark,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Norway,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,New Zealand,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Mayotte,0
Course - System Thinking - Run 14 - Display - Webinar - B,Martinique,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Grenada,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Spain,300
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Bangladesh,106
Course - System Thinking - Run 11 - Display - Remarketing - WW,Montenegro,35
Course - System Thinking - Run 11 - Display - Remarketing - WW,Antigua and Barbuda,3
Course - System Thinking - Run 11 - Display - Remarketing - WW,Faroe Islands,8
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Mauritania,5
Course - System Thinking - Run 16 - Display - Remarketing - B,Uganda,743
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Pakistan,"2,917"
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Morocco,398
Course - System Thinking - Run 11 - Display - Remarketing - WW,India,"39,108"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Paraguay,3
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,United States,"2,311"
Course - System Thinking - Run 16 - Display - Remarketing - B,Senegal,62
Course - System Thinking - Run 14 - Display - Webinar - A,Switzerland,3
Course - System Thinking - Run 16 - Display - Remarketing - B,Peru,72
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,France,29
Course - System Thinking - Run 17 - Search - Prospecting - A,Netherlands,83
Course - System Thinking - Run 12 - Discovery - Webinar - B,Switzerland,3
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Paraguay,10
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Chile,78
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Chile,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Sint Maarten,40
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Australia,417
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Turkiye,817
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,South Africa,120
Course - System Thinking - Run 16 - Display - Remarketing - B,Lithuania,1
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Denmark,3
Course - System Thinking - Run 17 - Search - Prospecting - B,Bahrain,4
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Algeria,289
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Paraguay,22
Course - System Thinking - Run 15 - YouTube - Lead Gen - US + CA,United States,"2,177"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Canada,"3,153"
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,Japan,14
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,United Kingdom,14
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,Mexico,40
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ireland,1
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Morocco,75
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Belarus,14
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Australia,323
Course - System Thinking - Run 14 - Display - Webinar - B,Australia,43
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,China,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Serbia,212
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Brazil,"3,357"
Course - System Thinking - Run 12 - Display - Remarketing - A,Hong Kong,339
Course - System Thinking - Run 11 - Display - Remarketing - WW,Hong Kong,689
Course - System Thinking - Run 14 - Display - Webinar - B,Saudi Arabia,420
Course - System Thinking - Run 11 - Display - Remarketing - WW,Kosovo,37
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Australia,"2,142"
Course - System Thinking - Run 12 - Display - Remarketing - B,Poland,26
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Singapore,0
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Germany,20
Course - System Thinking - Run 11 - Display - Remarketing - WW,Christmas Island,0
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Serbia,33
Course - System Thinking - Run 14 - Display - Webinar - B,Cote d'Ivoire,12
Course - System Thinking - Run 14 - Display - Webinar - B,Serbia,6
Course - System Thinking - Run 12 - Discovery - Webinar - B,Chile,62
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Lebanon,29
Course - System Thinking - Run 11 - Display - Remarketing - WW,Myanmar (Burma),632
Course - System Thinking - Run 14 - Display - Webinar - B,Singapore,39
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Belgium,0
Course - System Thinking - Run 14 - Display - Webinar - B,Ethiopia,144
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Spain,13
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Hungary,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Uruguay,48
Course - System Thinking - Run 17 - Search - Prospecting - USA,United States,"5,788"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Saudi Arabia,2
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Bangladesh,"4,828"
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,United Arab Emirates,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Angola,"1,027"
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Serbia,1
Course - System Thinking - Run 16 - Display - Remarketing - B,Paraguay,6
Course - System Thinking - Run 12 - Discovery - Webinar - B,France,23
Course - System Thinking - Run 14 - Display - Webinar - A,Ireland,1
Course - System Thinking - Run 16 - Display - Remarketing - B,Serbia,11
Course - System Thinking - Run 16 - Display - Remarketing - B,Finland,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Chile,2
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Palestine,2
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Norway,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Jordan,7
Course - System Thinking - Run 17 - Search - Prospecting - B,Moldova,3
Course - System Thinking - Run 14 - Display - Webinar - A,France,6
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Reunion,4
Course - System Thinking - Run 11 - Discovery - Webinar - US,United States,816
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Malaysia,8
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Netherlands,9
Course - System Thinking - Run 12 - Discovery - Webinar - B,Qatar,43
Course - System Thinking - Run 12 - Display - Remarketing - A,Netherlands,93
Course - System Thinking - Run 11 - Display - Remarketing - WW,Nicaragua,769
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,New Zealand,232
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Netherlands,680
Course - System Thinking - Run 12 - YouTube - Lead Gen - US,United States,"7,497"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Bolivia,"1,173"
Course - System Thinking - Run 12 - Discovery - Webinar - B,United Kingdom,35
Course - System Thinking - Run 12 - Discovery - Webinar - A,Netherlands,9
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Vietnam,128
Course - System Thinking - Run 11 - Display - Remarketing - WW,Republic of the Congo,162
Course - System Thinking - Run 11 - Display - Remarketing - WW,American Samoa,12
Course - System Thinking - Run 14 - Display - Webinar - B,Brunei,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Syria,5
Course - System Thinking - Run 11 - Display - Remarketing - WW,Rwanda,"1,020"
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,United Kingdom,62
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Sweden,298
Course - System Thinking - Run 11 - Display - Remarketing - WW,Ireland,120
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Armenia,0
Course - System Thinking - Run 16 - Search - Lead Gen - US - Phrase,United States,"1,482"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Portugal,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Kazakhstan,105
Course - System Thinking - Run 12 - Display - Remarketing - A,Finland,44
Course - System Thinking - Run 16 - Display - Remarketing - B,Moldova,1
Course - System Thinking - Run 14 - Display - Webinar - A,Finland,0
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Italy,292
Course - System Thinking - Run 11 - Display - Remarketing - WW,Saint Kitts and Nevis,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,France,"1,834"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Wallis and Futuna,0
Course - System Thinking - Run 14 - Display - Webinar - B,United Arab Emirates,0
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Turkiye,30
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,China,699
Course - System Thinking - Run 16 - Display - Remarketing - B,Bulgaria,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Colombia,394
Course - System Thinking - Run 12 - Discovery - Webinar - A,Spain,9
Course - System Thinking - Run 12 - Discovery - Webinar - A,Australia,6
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Monaco,0
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Canada,56
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Luxembourg,7
Course - System Thinking - Run 16 - Display - Remarketing - B,Morocco,109
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Mozambique,57
Course - System Thinking - Run 11 - Display - Remarketing - WW,Tonga,11
Course - System Thinking - Run 12 - Discovery - Webinar - B,Germany,26
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Kenya,142
Course - System Thinking - Run 11 - Display - Remarketing - WW,Ethiopia,"14,470"
