Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Cost_USA,Opt_Cost_A,Opt_Cost_B,Opt_Cost_new,Opt_Cost_existing,Opt_Cost_existing_searches,Act_Cost_USA,Act_Cost_A,Act_Cost_B,Act_Cost_new,Act_Cost_existing,Act_Cost_existing_searches,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-23,550,358.39975,183.02435,612.8355839754323,275,549.8933748916558,323.91,0.0,57.39286385763327,492.50051103402257,333.5404417069999,216.35293318465597,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,113,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,300,323.3515,170.92743,664.1455887483611,294,299.7347682407852,353.90999999999997,0.0,0.0,299.7347682407852,243.1708048117905,56.56396342899468,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,25,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,350,356.87253,170.92743,744.0642582315962,294,349.7087311542925,353.90999999999997,0.0,0.0,349.7087311542925,293.1447677252978,56.56396342899468,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,29,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,400,406.07608,170.92743,822.7220343479545,294,400.00000000000176,353.90999999999997,0.0,0.0,400.00000000000176,333.25504588593026,66.74495411407163,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,36,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,450,445.17783,170.92743,900.8772795646157,294,450.00000000000057,353.90999999999997,0.0,0.0,450.00000000000057,377.9750456563666,72.02495434363394,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,34,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,500,482.97995,170.92743,980.7959135064328,294,500.00000000000017,353.90999999999997,0.0,0.0,500.00000000000017,427.9750456563663,72.0249543436339,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,38,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-24,550,538.339,170.92743,1059.693637433959,294,549.9435934965072,353.90999999999997,0.0,0.0,549.9435934965072,473.0176486973587,76.92594479914855,0.0,309.58000000000004,25.22,19.11,0.0,353.90999999999997,0.0,44,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-25,300,57.04866,167.16289,294.5847973591123,281,300.00000000000244,351.03999999999996,111.62894468453669,123.1731052153673,65.19795010009848,190.3470853605902,109.65291463941226,0.0,289.27000000000004,48.02,13.75,0.0,351.03999999999996,0.0,202,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-25,350,77.494415,167.16289,340.3162988464379,281,349.96954865257567,351.03999999999996,114.89874604956051,124.60305110208061,110.46775150093455,196.9566341220535,153.01291453052215,0.0,289.27000000000004,48.02,13.75,0.0,351.03999999999996,0.0,206,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-25,400,81.12995,167.16289,384.522511327689,281,399.9075636608404,351.03999999999996,122.28305146866569,147.84225709604095,129.78225509613378,214.20994718668754,185.69761647415285,0.0,289.27000000000004,48.02,13.75,0.0,351.03999999999996,0.0,226,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
