Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid,Status
masters of ai,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
masters of ai,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mba in ai,USA,Exact match,existing,,,,,,,0.0,PAUSED
mba in ai,USA,Phrase match,existing,,,,,,,0.0,PAUSED
mba in ai,USA,Broad match,existing,,,,,,,0.0,PAUSED
mba in ai,A,Exact match,existing,,,,,,,0.0,PAUSED
mba in ai,A,Phrase match,existing,,,,,,,0.0,PAUSED
mba in ai,A,Broad match,existing,,,,,,,0.0,PAUSED
mba in ai,B,Exact match,existing,,,,,,,0.0,PAUSED
mba in ai,B,Phrase match,existing,,,,,,,0.0,PAUSED
mba in ai,B,Broad match,existing,,,,,,,0.0,PAUSED
mba in artificial intelligence,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mba in artificial intelligence,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mestrado mit,B,Broad match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,A,Exact match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,A,Broad match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,B,Exact match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
michigan university ai course,B,Broad match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,A,Exact match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,A,Broad match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,B,Exact match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
micromasters mit,B,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,A,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,A,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,B,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai course,B,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,A,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,A,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,B,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft ai engineer,B,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft ai generative course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft ai generative course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft and linkedin generative ai free course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft announces generative ai skill training course for free,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,A,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,A,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,B,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft certified azure ai fundamentals,B,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft course on generative ai,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft course on generative ai,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft free generative ai course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course 18 lessons,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course cost,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course for beginners,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course free pdf,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course github,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course linkedin,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai course online free,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners free,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners online,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai courses for beginners pdf,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course content,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai for beginners course link,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai free course with certificate online,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft generative ai skill training course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,USA,Exact match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,USA,Phrase match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,USA,Broad match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,A,Exact match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,A,Phrase match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,A,Broad match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,B,Exact match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,B,Phrase match,new,,,,,,,0.0,PAUSED
microsoft linkedin generative ai course,B,Broad match,new,,,,,,,0.0,PAUSED
microsoft openai,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,A,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,A,Broad match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,B,Exact match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
microsoft openai,B,Broad match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,A,Exact match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,A,Broad match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,B,Exact match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
midjourney ai,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind blowing ai tools,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster com,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster com,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster com,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster com,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster com,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster com,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mind luster com,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mind luster com,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mind luster com,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster ai,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster co,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster co,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster co,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster co,A,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster co,A,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster co,A,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster co,B,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster co,B,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster co,B,Broad match,existing searches,,,,,,,0.0,PAUSED
mindluster com,USA,Exact match,existing searches,,,,,,,0.0,PAUSED
mindluster com,USA,Phrase match,existing searches,,,,,,,0.0,PAUSED
mindluster com,USA,Broad match,existing searches,,,,,,,0.0,PAUSED
