Location report
All time
Location,Campaign,Ad group,Clicks,Conversions
Ghana,Lifetime Campaign - Technical Innovation  - B (Run 1), --,98,5.00
Thailand,Lifetime Campaign - Technical Innovation  - B (Run 1), --,33,0.00
Mozambique,Lifetime Campaign - Technical Innovation  - B (Run 1), --,16,0.00
Turkiye,Lifetime Campaign - Technical Innovation  - B (Run 1), --,111,2.00
Singapore,Lifetime Campaign - Technical Innovation  - B (Run 1), --,18,0.00
Nigeria,Lifetime Campaign - Technical Innovation  - B (Run 1), --,443,10.00
South Africa,Lifetime Campaign - Technical Innovation  - B (Run 1), --,117,3.00
Barbados,Lifetime Campaign - Technical Innovation  - B (Run 1), --,2,0.00
China,Lifetime Campaign - Technical Innovation  - B (Run 1), --,27,0.00
Colombia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,131,2.00
Hungary,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,34,3.00
Ethiopia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,"1,771",107.03
Singapore,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,94,9.00
Greece,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,36,0.00
Portugal,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,29,0.00
Paraguay,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,22,1.00
Slovakia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,9,0.00
Jordan,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,48,4.00
Indonesia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,626,11.00
Uganda,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,691,39.01
Taiwan,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,22,0.00
Philippines,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,336,12.00
Turkiye,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,364,11.00
Cote d'Ivoire,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,48,1.00
Croatia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,25,2.00
Peru,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,136,4.00
Argentina,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,194,8.00
Austria,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,9,2.00
Monaco,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,0,0.00
Pakistan,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,"2,907",87.18
Estonia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,19,0.02
Saudi Arabia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,100,5.00
Iceland,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,5,0.00
Czechia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,22,2.00
Lithuania,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,29,0.00
Trinidad and Tobago,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,33,0.00
Thailand,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,177,6.00
Nigeria,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,"3,210",126.02
South Korea,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,23,0.00
Kenya,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,"1,272",51.59
Georgia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,34,1.00
Tanzania,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,540,24.00
China,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,35,1.00
Liberia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,137,7.00
Senegal,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,42,0.00
Zimbabwe,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,253,9.00
Chile,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,78,2.00
Bulgaria,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,33,3.00
Egypt,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,749,15.98
Israel,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,22,1.00
Hong Kong,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,34,1.00
Bolivia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,26,0.00
Poland,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,70,5.00
Malaysia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,132,5.00
Tunisia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,220,5.00
Romania,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,55,2.00
Bahrain,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,10,1.00
Luxembourg,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,4,1.00
Qatar,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,15,1.45
Sri Lanka,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,223,7.00
United Arab Emirates,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,50,3.00
Armenia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,34,1.00
Morocco,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,398,18.00
Bangladesh,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,"1,136",25.44
Serbia,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,33,0.00
Finland,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,6,0.00
Moldova,Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase, --,9,0.00
Austria,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,248,12.00
Norway,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,200,11.00
United Kingdom,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,378",64.00
France,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,052",19.00
Ireland,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,349,13.01
Germany,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,948,37.00
Denmark,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,210,8.00
Switzerland,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,218,8.00
Spain,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,536",39.00
Hong Kong,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,854",49.01
Japan,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,272",41.00
Australia,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,521,17.00
Sweden,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,431,12.00
Finland,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,252,4.00
Canada,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,972,33.00
Belgium,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,327,15.00
Netherlands,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,952,44.02
New Zealand,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,219,13.00
Iceland,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,69,0.00
Italy,Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed, --,"1,123",31.00
United States,Course - System Thinking - Run 16 - Search - Lead Gen - US - Exact, --,"9,003",231.26
Mexico,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,168,0.00
Sweden,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,0,0.00
France,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,9,0.00
Australia,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,6,0.00
Denmark,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,3,0.00
Switzerland,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,1,0.00
United Kingdom,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,12,0.00
Japan,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,6,0.00
Germany,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,7,0.00
Italy,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,1,0.00
Canada,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,19,0.00
Belgium,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,0,0.00
Netherlands,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,2,0.00
New Zealand,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,1,0.00
Spain,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,0,0.00
South Africa,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,"1,377",0.00
Ireland,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,1,0.00
Norway,Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Ad group 1,0,0.00
Belgium,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Argentina,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,83,1.00
Germany,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,1,0.00
Peru,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,61,1.00
China,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Mexico,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,106,1.00
India,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,"23,370",205.00
Philippines,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,"1,094",11.00
United States,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,5,0.00
Hong Kong,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,5,0.00
United Arab Emirates,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,27,0.00
Denmark,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,1,0.00
Ireland,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Singapore,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,3,0.00
United Kingdom,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Switzerland,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Canada,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,2,0.00
Japan,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,4,0.00
Nigeria,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,193,2.00
South Korea,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,6,0.00
Austria,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
South Africa,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,20,0.00
Netherlands,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
Poland,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,4,0.00
Australia,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
France,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,2,0.00
Turkiye,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,496,0.00
Ukraine,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,10,0.00
Chile,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,17,0.00
Spain,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,2,0.00
Brazil,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,171,4.00
Thailand,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,131,0.00
Israel,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,11,0.00
Sweden,System Thinking - Webinar 1 - Run 3/SU 21 - Discovery, --,0,0.00
New Zealand,Course - System Thinking - Run 12 - Display - Remarketing - A, --,49,0.00
France,Course - System Thinking - Run 12 - Display - Remarketing - A, --,100,0.00
Italy,Course - System Thinking - Run 12 - Display - Remarketing - A, --,248,0.00
Germany,Course - System Thinking - Run 12 - Display - Remarketing - A, --,85,0.00
Switzerland,Course - System Thinking - Run 12 - Display - Remarketing - A, --,29,1.00
Iceland,Course - System Thinking - Run 12 - Display - Remarketing - A, --,2,0.00
Norway,Course - System Thinking - Run 12 - Display - Remarketing - A, --,28,0.00
Japan,Course - System Thinking - Run 12 - Display - Remarketing - A, --,153,1.00
Ireland,Course - System Thinking - Run 12 - Display - Remarketing - A, --,29,0.00
Hong Kong,Course - System Thinking - Run 12 - Display - Remarketing - A, --,339,1.00
United Kingdom,Course - System Thinking - Run 12 - Display - Remarketing - A, --,178,0.00
Finland,Course - System Thinking - Run 12 - Display - Remarketing - A, --,44,0.00
Netherlands,Course - System Thinking - Run 12 - Display - Remarketing - A, --,93,0.00
Belgium,Course - System Thinking - Run 12 - Display - Remarketing - A, --,37,0.00
Denmark,Course - System Thinking - Run 12 - Display - Remarketing - A, --,14,0.00
Sweden,Course - System Thinking - Run 12 - Display - Remarketing - A, --,41,0.00
Canada,Course - System Thinking - Run 12 - Display - Remarketing - A, --,178,1.00
Australia,Course - System Thinking - Run 12 - Display - Remarketing - A, --,106,1.00
Austria,Course - System Thinking - Run 12 - Display - Remarketing - A, --,8,0.00
Spain,Course - System Thinking - Run 12 - Display - Remarketing - A, --,277,0.00
United States,Course - System Thinking - Run 11 - Display - Webinar - USA, --,109,12.00
South Africa,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Sweden,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Hong Kong,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Denmark,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Australia,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Chile,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Switzerland,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Austria,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Norway,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Ukraine,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Poland,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Mexico,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Spain,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Netherlands,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Saudi Arabia,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Malaysia,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
China,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
United Kingdom,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Germany,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Ireland,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Japan,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Singapore,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Brazil,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Qatar,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
United States,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Peru,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Canada,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
Philippines,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
South Korea,System Thinking - Webinar 1 - Run 4/FL 21 - YouTube #2, --,0,0.00
United States,Course - System Thinking - Run 12 - Discovery - Webinar - US, --,170,3.00
Sweden,Course - System Thinking - Run 14 - Display - Webinar - A, --,0,0.00
Denmark,Course - System Thinking - Run 14 - Display - Webinar - A, --,0,0.00
Norway,Course - System Thinking - Run 14 - Display - Webinar - A, --,4,1.00
Germany,Course - System Thinking - Run 14 - Display - Webinar - A, --,0,0.00
Italy,Course - System Thinking - Run 14 - Display - Webinar - A, --,9,1.00
France,Course - System Thinking - Run 14 - Display - Webinar - A, --,6,0.00
South Africa,Course - System Thinking - Run 14 - Display - Webinar - A, --,789,44.80
Belgium,Course - System Thinking - Run 14 - Display - Webinar - A, --,1,0.00
Mexico,Course - System Thinking - Run 14 - Display - Webinar - A, --,67,10.00
United Kingdom,Course - System Thinking - Run 14 - Display - Webinar - A, --,4,1.00
New Zealand,Course - System Thinking - Run 14 - Display - Webinar - A, --,6,2.00
Japan,Course - System Thinking - Run 14 - Display - Webinar - A, --,12,1.00
Spain,Course - System Thinking - Run 14 - Display - Webinar - A, --,11,4.00
United States,AGT - Leadership Principles #2, --,0,0.00
Australia,Course - System Thinking - Run 14 - Display - Webinar - A, --,16,3.00
Netherlands,Course - System Thinking - Run 14 - Display - Webinar - A, --,2,0.00
Switzerland,Course - System Thinking - Run 14 - Display - Webinar - A, --,3,0.00
Ireland,Course - System Thinking - Run 14 - Display - Webinar - A, --,1,0.00
India,Lifetime Campaign - Leadership Principles  - C (Run 3), --,"4,862",55.00
Sri Lanka,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,193,2.03
Luxembourg,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Tanzania,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,79,4.00
Cote d'Ivoire,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,2,0.00
Philippines,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,96,1.09
Pakistan,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,"1,493",79.30
Argentina,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,9,0.00
Israel,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,1,0.00
Egypt,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,463,20.10
Trinidad and Tobago,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Slovakia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,1,0.00
Senegal,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,45,0.00
Turkiye,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,10,0.00
Morocco,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,152,6.00
Kenya,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,526,30.00
Paraguay,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,10,0.00
Croatia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Moldova,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,2,0.00
Hong Kong,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Ethiopia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,324,1.00
Thailand,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,20,1.00
Portugal,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Qatar,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,4,1.00
Finland,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Bolivia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,44,2.00
Uganda,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,215,8.00
Serbia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,1,0.00
Jordan,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,32,2.00
Bangladesh,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,"1,364",64.45
Bulgaria,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,2,1.00
Saudi Arabia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,6,0.00
United Arab Emirates,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,4,0.00
South Korea,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Poland,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Georgia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,15,0.00
Peru,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,31,1.00
Chile,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,2,0.00
China,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Hungary,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Armenia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Czechia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Liberia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,8,0.00
Greece,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Tunisia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,116,6.00
Monaco,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Colombia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,15,0.00
Lithuania,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Singapore,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,2,0.00
Taiwan,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,4,0.00
Romania,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Austria,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Zimbabwe,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,111,4.00
Iceland,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Bahrain,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,5,0.00
Malaysia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,29,1.00
Indonesia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,283,6.29
Estonia,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,0,0.00
Nigeria,Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Ad group 1,635,22.99
Canada,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,165,4.00
Australia,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,309,2.00
Switzerland,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,108,0.00
Sweden,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,155,2.00
Denmark,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,114,0.00
South Korea,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,"1,320",5.00
Netherlands,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,288,5.00
United States,System Thinking Course - xPRO - USA - Discovery Lead Gen - Run 6 - 2T2022, --,"6,686",45.00
Japan,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,994,3.00
Norway,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,59,0.00
Spain,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,489,2.00
Ireland,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,206,0.00
United Kingdom,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,282,3.00
Germany,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,70,1.00
Austria,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,148,0.00
Hong Kong,System Thinking Course - xPRO - A/Developed - Discovery Lead Gen - Run 6 - 2T2022, --,866,5.00
Chile,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"1,585",41.00
Philippines,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"6,721",77.00
Malaysia,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"2,212",35.00
China,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"1,021",33.00
Qatar,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,634,18.00
Singapore,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"2,228",48.00
South Africa,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"11,489",202.37
Mexico,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"3,677",91.01
Saudi Arabia,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"3,419",75.00
Peru,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"2,203",45.00
Ukraine,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"2,799",21.00
Poland,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"1,803",28.24
Brazil,Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing, --,"7,267",173.00
United States,Course - System Thinking - Run 17 - Demand Gen - Prospecting - USA,Ad group 1,"2,779",93.25
United States,Course - System Thinking - Run 12 - YouTube - Remarketing - US #2, --,0,0.00
Brazil,Lifetime YouTube - Organizational Strategy  - C (Run 1), --,15,1.00
India,Lifetime YouTube - Organizational Strategy  - C (Run 1), --,"1,331",45.00
