Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Broad match,A,Monday,0,Jan,0,7,4.948759890378168,3.8590744440509863,3.9142168181038186,-0.21825356602001778,-0.028358935227170354,7.0,1.7,9.96,7.39,3,3
Phrase match,USA,Tuesday,0,Dec,0,111,5.351858133476067,6.172684752418561,5.762271442947314,-0.6119315772995835,0.21106970201378403,46.0,2.69,10.75,15.25,4,1
Phrase match,C,Wednesday,0,Nov,0,145,5.351858133476067,5.96706827691546,5.694906917503535,0.6119315772995835,0.1980326265525477,46.0,2.69,10.75,0.22,4,1
Phrase match,B,Sunday,1,Dec,0,113,5.771441123130016,6.55508706223531,6.500401121896932,-0.4047718671791882,0.009374732629436583,76.0,4.02,14.77,0.83,5,1
Broad match,A,Thursday,0,Jan,0,16,6.580639137284949,6.647445300168694,6.680848381610564,0.0,-0.017178727598677175,10.0,1.57,10.44,0.92,3,2
Exact match,B,Friday,0,Jun,0,101,5.968707559985366,6.041058554447179,6.107436827784362,0.0,-0.08054374466699356,50.0,4.64,49.99,2.1,4,2
Exact match,USA,Saturday,1,Jan,0,30,3.713572066704308,2.83645420410035,3.0053991153721733,1.3156767939059373,-0.01170442328802728,49.0,4.48,21.42,9.72,5,2
Broad match,B,Thursday,0,Feb,0,4,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,63.0,2.97,11.89,2.39,4,1
Broad match,B,Thursday,0,Sep,0,11,3.9318256327243257,4.152395128935652,4.282012557033654,0.33085424431698973,-0.09219469583731565,61.0,2.59,7.15,1.13,4,2
Exact match,USA,Wednesday,0,Jan,0,82,3.713572066704308,4.025114346173935,3.8591213237392643,-0.49783842823917945,0.024951301205992395,60.0,4.27,17.3,49.21,5,3
Exact match,A,Saturday,1,Feb,0,58,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,53.0,4.25,18.02,0.42,5,1
Exact match,USA,Thursday,0,Jan,0,11,2.3978952727983707,2.958801638335647,3.1780811039866363,0.6466271649250523,-0.11277229662050901,50.0,2.96,10.95,2.97,5,1
Phrase match,USA,Sunday,1,Sep,0,22,7.3783837129967145,7.7058055116436455,7.7058055116436455,0.0,0.01334315735616104,71.0,5.55,26.71,6.12,5,1
Exact match,USA,Monday,0,Mar,0,21,3.713572066704308,3.6931283013045935,3.942094395112461,-0.21825356602001778,-0.11206342754580864,60.0,4.27,17.3,9.51,5,2
Broad match,B,Saturday,1,Aug,0,30,3.9318256327243257,4.042110380829989,4.235121672094164,0.0,-0.1323505997240056,75.0,2.4,9.08,24.0,5,22
Broad match,USA,Thursday,0,Sep,0,11,5.771441123130016,5.633493979258468,5.633493979258468,0.20692071580732208,0.023648081806551254,41.0,2.69,8.64,45.1,5,3
Exact match,B,Monday,0,Aug,0,35,5.968707559985366,6.313166434972653,6.346303621619128,0.2059487473003374,0.006087839277766371,33.0,2.37,7.22,0.67,4,1
Exact match,USA,Friday,0,Nov,0,78,3.044522437723423,3.3041656155645716,3.2392548211042844,-0.38946476676172326,0.03338269429386216,49.0,2.51,15.17,8.8,4,1
Broad match,USA,Tuesday,0,Mar,0,20,4.709530201312334,4.494356528290166,4.419881474244996,-0.19867069479548416,0.052483149478974964,18.0,2.13,5.94,51.42,4,11
Broad match,A,Sunday,1,Nov,0,78,4.948759890378168,5.147427193452299,5.179577804473047,-0.19290366612449183,-0.05157990395760237,71.0,2.97,9.15,0.8,5,1
Phrase match,C,Thursday,0,Jul,0,60,3.9318256327243257,3.96935919215665,4.135352214591321,-0.21825356602001778,-0.1611856903335462,32.0,4.39,14.7,4.79,4,11
Broad match,A,Saturday,1,Dec,0,35,6.78105762593618,6.9535669612546345,6.833909212153536,-0.12769715337904053,0.05071470731341718,9.0,4.09,16.17,1.37,3,2
Broad match,USA,Tuesday,0,Sep,0,20,4.2626798770413155,4.789273431000946,4.829145045845252,0.23922968906583453,0.006835133973309434,8.0,1.65,10.94,5.4,3,1
Broad match,USA,Wednesday,0,Oct,0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,4,1
Exact match,USA,Friday,0,Jan,0,31,3.713572066704308,3.1743440266439973,3.2392548211042844,-0.38946476676172326,-0.055637823823103505,60.0,4.27,17.3,8.62,5,1
Exact match,B,Thursday,0,Aug,0,32,4.709530201312334,3.786323255377647,4.05937093317294,0.0,-0.24651249902568106,4.0,1.69,3.99,1.1,5,1
Broad match,A,Sunday,1,Dec,0,55,5.771441123130016,6.037760796692164,5.902991913419094,0.20715971012039525,0.0698750412984386,71.0,4.48,23.06,1.76,5,1
Broad match,B,Friday,0,Sep,0,24,5.968707559985366,5.9062498387885976,5.870114173943204,0.4044261469757453,0.04169412174767409,22.0,2.37,9.89,5.74,4,2
Broad match,USA,Wednesday,0,Jul,0,75,8.999742789830492,9.066625540261166,9.133508290691841,0.0,-0.045862457438176664,6.0,1.88,10.84,1.32,3,1
Broad match,B,Saturday,1,Nov,0,91,3.9318256327243257,5.077362334461163,5.013061112419666,-0.19290366612449183,0.022046133271370498,77.0,2.84,9.17,2.54,4,2
Exact match,A,Wednesday,0,Jul,0,75,4.709530201312334,5.287288190003615,4.965297413192061,0.6297775666273555,0.20125300167202037,18.0,2.13,5.94,3.29,4,2
Exact match,A,Thursday,0,Aug,0,39,3.713572066704308,4.2626798770413155,4.24890077456774,0.0,-0.011819561260274593,82.0,2.83,8.0,3.01,4,1
Broad match,C,Wednesday,0,Dec,0,40,3.713572066704308,2.613437661106721,3.0053991153721733,0.0,-0.25450657803047344,49.0,4.48,21.42,11.26,5,18
Phrase match,C,Friday,0,Jun,0,87,2.3978952727983707,3.1743440266439973,2.893890843875359,0.38946476676172326,0.1664881949531123,63.0,2.4,7.15,0.65,4,1
Broad match,USA,Sunday,1,Jun,0,106,3.9318256327243257,4.411629985131655,4.567339925600386,0.0,-0.116966313330576,61.0,2.59,7.15,63.76,4,6
Broad match,USA,Tuesday,0,Jan,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,5,1
Broad match,USA,Friday,0,Nov,0,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.01,4,11
Phrase match,C,Thursday,0,Sep,0,18,5.968707559985366,5.771441123130015,5.8371966020818,0.0,-0.04508947128122254,33.0,2.37,7.22,0.24,4,1
Exact match,USA,Wednesday,0,Mar,0,33,4.2626798770413155,5.633493979258468,5.735345290670133,0.0,-0.05293234752325522,5.0,0.05,3.51,7.75,3,1
Broad match,C,Tuesday,0,Mar,0,34,3.9318256327243257,4.625739295852899,4.741577621477325,-1.0891782564347512,-0.07092660716658936,75.0,2.4,9.08,1.12,5,1
Broad match,B,Monday,0,Sep,0,14,2.3978952727983707,2.958801638335647,2.8938908438753597,1.0360919316867756,0.018687700113100437,45.0,0.0,0.0,9.82,4,3
Phrase match,B,Tuesday,0,Jan,0,69,2.3978952727983707,3.1743440266439973,3.3507630926010985,0.38946476676172326,-0.0844509536612202,32.0,3.34,5.98,5.93,3,1
Broad match,USA,Friday,0,Sep,0,24,6.580639137284949,6.647445300168694,6.7142514630524355,0.20041848865123058,-0.022904970131569165,10.0,1.57,10.44,15.7,3,4
Phrase match,A,Thursday,0,Nov,0,151,5.351858133476067,5.96706827691546,5.694906917503535,0.6119315772995835,0.1980326265525477,46.0,2.69,10.75,1.28,4,1
Broad match,USA,Monday,0,Nov,0,133,4.948759890378168,5.974899421222044,5.868995252852154,-0.6103748942760827,0.08971353953361662,71.0,2.97,9.15,18.48,5,4
Broad match,A,Tuesday,0,Mar,0,27,2.3978952727983707,3.1247477810820397,3.5282867069031827,-0.8873031950009027,-0.17058418099801365,1.0,0.0,0.0,3.92,3,5
Exact match,USA,Monday,0,Jul,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,4,2
Phrase match,B,Thursday,0,Jul,0,60,5.771441123130016,6.313166434972653,6.244315025402531,-0.2059487473003374,0.035409296350348236,27.0,6.37,37.94,6.78,4,4
Broad match,A,Tuesday,0,Aug,0,55,8.38958706681109,8.188966863648876,8.152940850394296,0.0,0.030879439932495912,51.0,4.08,26.03,6.95,5,6
Broad match,B,Tuesday,0,Dec,0,34,5.351858133476067,5.351858133476067,5.316825703980499,0.0,0.03002779671048653,46.0,2.69,10.75,7.91,4,7
Phrase match,C,Monday,0,Jul,0,63,4.709530201312334,4.723049866069117,4.828183874400086,0.23922968906583453,-0.040069106128107934,18.0,2.13,5.94,1.1,4,3
Exact match,USA,Thursday,0,Nov,1,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,4,1
Phrase match,C,Friday,0,Jan,0,94,3.044522437723423,3.470111758310965,3.3871386869377687,-0.38946476676172326,-0.030286303965934586,50.0,3.75,9.14,0.38,4,1
Phrase match,A,Tuesday,0,Sep,0,6,5.771441123130016,6.445715181558552,6.241737989125358,0.0,0.11619467936900246,76.0,4.02,14.77,11.06,5,5
Broad match,B,Saturday,1,Jul,0,79,3.9318256327243257,4.709530201312334,4.610194853914591,0.0,0.05108675009026712,61.0,2.59,7.15,2.44,4,3
Exact match,A,Tuesday,0,Jul,0,62,3.044522437723423,3.6203771126312545,3.748270675357425,-0.2795848622191617,-0.10065606691838219,53.0,4.25,18.02,4.96,5,2
Broad match,A,Wednesday,0,Dec,0,45,2.3978952727983707,2.613437661106721,2.613437661106721,0.0,-1.1976195368092883e-16,63.0,2.97,11.89,1.72,4,1
Phrase match,USA,Wednesday,0,Aug,0,47,4.709530201312334,7.037468940873091,6.73942540694465,-2.0041032241360384,0.16455189955493305,46.0,7.18,38.03,2.04,4,1
Broad match,A,Friday,0,Jul,0,80,6.3818160174060985,6.448090390699048,6.481227577345524,-0.19882311987885082,-0.028403302839835855,73.0,4.2,46.65,10.41,5,6
Broad match,B,Monday,0,Apr,0,0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,51.0,3.53,8.78,1.25,5,1
Phrase match,B,Monday,0,Jun,0,98,3.9318256327243257,4.789273431000946,4.7960332633793366,0.0,0.007876125907997663,77.0,2.84,9.17,7.25,4,4
Exact match,USA,Tuesday,0,Sep,0,20,5.351858133476067,5.491719130027383,5.457232344059496,0.41958298965394913,0.02956010225818862,46.0,2.69,10.75,13.13,4,2
Phrase match,USA,Friday,0,Dec,0,52,2.3978952727983707,2.828980049415072,3.0016620380295347,0.6466271649250523,-0.11106300938810772,32.0,3.34,5.98,3.3,3,1
Broad match,B,Monday,0,Jan,0,91,3.9318256327243257,4.70846583901141,4.504905538018701,-0.2481796294755343,0.08688965834786543,75.0,2.4,9.08,5.44,5,5
Exact match,B,Wednesday,0,Aug,0,40,3.4339872044851463,4.643306636380506,4.643306636380506,0.19867069479548416,0.011352611131170698,82.0,4.15,11.06,0.72,4,1
Exact match,USA,Sunday,1,Jan,0,85,5.351858133476067,5.897003417924325,5.727239013451746,-0.8270440034827056,0.04032877062744152,46.0,2.69,10.75,11.52,4,3
Phrase match,A,Tuesday,0,Aug,0,55,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,3.4,5,2
Broad match,A,Monday,0,Jan,1,21,6.78105762593618,6.866189061522206,6.931160870284928,-0.12769715337904053,-0.04071105327105916,73.0,9.89,55.0,7.86,4,5
Broad match,USA,Sunday,1,Apr,0,169,5.968707559985366,5.837276266852823,6.135938839747204,0.20692071580732208,-0.09503941774657529,50.0,4.64,49.99,8.25,4,1
Broad match,A,Wednesday,0,Nov,0,75,3.044522437723423,3.96935919215665,3.877841223767149,-0.5491078103370075,0.047066383743172145,53.0,4.25,18.02,2.37,5,2
Exact match,A,Wednesday,0,Apr,0,5,2.3978952727983707,2.958801638335647,2.6783484555670083,0.38946476676172326,0.20343831866311535,45.0,0.0,0.0,9.79,4,1
Phrase match,USA,Tuesday,0,Aug,0,27,2.3978952727983707,2.613437661106721,2.613437661106721,0.0,-0.03695012371000289,32.0,2.95,8.48,6.09,3,1
Broad match,A,Saturday,1,Nov,0,70,3.9318256327243257,5.077362334461163,5.013061112419666,-0.19290366612449183,0.022046133271370498,77.0,2.84,9.17,10.61,4,6
Broad match,A,Monday,0,Aug,0,28,5.771441123130016,5.968707559985366,5.935829820509475,0.0,0.028180919550764162,14.0,2.48,9.22,12.88,5,5
Phrase match,C,Sunday,1,Dec,0,106,5.771441123130016,6.55508706223531,6.500401121896932,-0.4047718671791882,0.009374732629436583,76.0,4.02,14.77,1.99,5,5
Broad match,B,Sunday,1,Jun,0,92,3.9318256327243257,4.933317882731054,4.973189497575359,-0.19290366612449183,-0.006835133973309674,77.0,2.84,9.17,10.07,4,6
Phrase match,USA,Monday,0,Mar,0,35,3.9318256327243257,4.301345237025991,4.135352214591321,-0.44685032427101845,0.08536784010925946,32.0,4.39,14.7,35.08,4,7
Broad match,B,Monday,0,Jul,0,70,3.713572066704308,4.802793095757729,4.721558209334169,-0.4379003838613187,0.05595963470214776,82.0,2.83,8.0,1.45,4,1
Exact match,A,Tuesday,0,Sep,0,27,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,63.0,2.97,11.89,3.67,4,1
Broad match,USA,Monday,0,Jul,0,77,3.713572066704308,4.802793095757729,4.721558209334169,-0.4379003838613187,0.05595963470214776,82.0,2.83,8.0,21.88,4,3
Broad match,C,Thursday,0,Nov,0,74,5.968707559985366,6.1097081368806245,6.177112494709916,-0.4044261469757453,-0.057775163853678264,50.0,4.64,49.99,0.2,4,1
Exact match,A,Sunday,1,Aug,0,36,3.044522437723423,3.470111758310965,3.535022552771252,0.38946476676172326,-0.061830604478957885,50.0,3.75,9.14,4.62,4,2
Broad match,USA,Sunday,1,Feb,0,1,7.170888478512505,6.823623343729193,6.888595152491914,0.0,-0.01843500455241155,24.0,1.63,4.29,9.97,3,1
Exact match,B,Tuesday,0,Jul,0,69,2.3978952727983707,1.598596848532247,1.998246060665309,2.3978952727983707,-0.20553388052557467,24.0,0.0,0.0,0.36,5,1
Exact match,USA,Thursday,0,Nov,1,72,4.709530201312334,4.85741594710175,4.321869601239698,-0.8409986269592169,0.2515995915395976,4.0,1.69,3.99,8.36,5,2
Broad match,A,Wednesday,0,Jul,0,75,2.3978952727983707,2.958801638335647,3.4640804152461477,0.6466271649250523,-0.31349037538818536,69.0,2.9,8.9,0.91,5,1
Broad match,A,Wednesday,0,Jul,0,75,5.14166355650266,5.564520407322694,5.493632982707151,0.0,0.048608519736371605,6.0,3.98,16.2,10.33,3,5
Phrase match,USA,Thursday,0,Sep,0,4,3.9318256327243257,5.013061112419666,4.97318949757536,0.19290366612449183,0.04519873650223308,77.0,2.84,9.17,19.54,4,3
Phrase match,USA,Wednesday,0,Sep,0,26,3.713572066704308,3.3973605696376254,3.415673887061386,0.38946476676172326,-0.02539455537331442,49.0,4.48,21.42,6.31,5,1
Broad match,USA,Thursday,0,Oct,0,116,3.044522437723423,4.042110380829989,3.96935919215665,0.33085424431698973,0.024943264688002023,53.0,4.25,18.02,20.25,5,2
Phrase match,C,Monday,0,Aug,0,28,3.9318256327243257,4.709530201312334,4.821424042021694,0.0,-0.0685684704290703,77.0,2.84,9.17,0.96,4,1
Broad match,USA,Monday,0,Nov,0,91,3.9318256327243257,4.152395128935652,4.152395128935653,0.33085424431698973,-0.01890595681811361,61.0,2.59,7.15,12.11,4,2
Phrase match,B,Saturday,1,Dec,0,121,3.9318256327243257,3.96935919215665,4.143603703704662,0.21825356602001778,-0.07542976996894742,32.0,4.39,14.7,6.12,4,7
Broad match,C,Sunday,1,Nov,0,64,3.9318256327243257,4.042110380829989,3.950592412440488,-0.33085424431698973,0.047066383743172145,32.0,4.39,14.7,0.63,4,2
Exact match,C,Tuesday,0,Aug,0,34,5.968707559985366,5.771441123130015,5.870074341557692,0.0,-0.05072565519137573,33.0,2.37,7.22,0.24,4,1
Exact match,A,Monday,0,Jan,1,35,8.38958706681109,8.457837844738357,8.592967633030918,0.0,-0.09266042625775543,73.0,4.57,20.82,2.52,5,2
Broad match,A,Sunday,1,Apr,0,1,3.4339872044851463,3.4701117583109653,3.2144566983233056,0.8873031950009027,0.2191329085608508,32.0,5.39,13.34,2.19,3,1
Exact match,USA,Wednesday,0,Apr,0,5,2.3978952727983707,3.3973605696376254,3.4622713640979126,-0.38946476676172326,-0.07161410166419833,50.0,2.96,10.95,13.84,5,4
Broad match,A,Thursday,0,Jul,0,67,3.9318256327243257,5.211728415493796,5.107555578607993,-0.21019457697340638,0.07660878714686406,77.0,2.84,9.17,2.68,4,2
Phrase match,USA,Wednesday,0,Feb,0,5,5.771441123130016,6.175867270105761,6.210192061322484,0.0,-0.029421249614333796,27.0,6.37,37.94,29.31,4,7
Broad match,A,Monday,0,Jul,0,63,3.9318256327243257,4.577083071448678,4.755200477089866,-0.19867069479548416,-0.0669099026045923,61.0,2.59,7.15,1.25,4,1
Broad match,A,Thursday,0,Mar,0,25,3.9318256327243257,4.625739295852899,4.741577621477325,-1.0891782564347512,-0.07092660716658936,75.0,2.4,9.08,1.68,5,2
Exact match,C,Friday,0,Jul,0,66,3.044522437723423,4.052085735315161,4.306332914268578,-0.21825356602001778,-0.15078067006412954,53.0,4.25,18.02,0.11,5,1
Broad match,C,Monday,0,Oct,0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,4,17
Broad match,B,Thursday,0,Oct,0,107,5.771441123130016,5.768223030146025,5.902991913419094,0.19726643685535006,-0.04621330267399759,71.0,4.48,23.06,10.33,5,7
Broad match,A,Sunday,1,Jan,0,20,2.3978952727983707,2.3978952727983707,2.678348455567009,0.0,-0.18118318913387402,45.0,0.0,0.0,3.53,4,2
Broad match,B,Thursday,0,Oct,0,107,3.713572066704308,4.51085950651685,4.469496234937594,0.0,0.007090846556443819,72.0,3.28,16.4,1.11,5,1
Broad match,A,Thursday,0,Aug,0,39,5.351858133476067,6.448090390699048,6.602453785772249,0.19882311987885082,-0.05657308269307011,23.0,3.56,10.82,2.66,3,2
Broad match,A,Monday,0,Mar,0,14,6.3818160174060985,7.022732039416038,6.8016855883504945,-0.46962893368149405,0.12097801216965369,73.0,4.2,46.65,2.21,5,3
Phrase match,C,Tuesday,0,Feb,0,41,3.9318256327243257,4.1910604889203285,4.176715486170576,0.7777045685880082,0.006258408772756208,32.0,4.39,14.7,6.11,4,10
Exact match,A,Monday,0,Sep,1,21,2.3978952727983707,2.613437661106721,2.721208855260897,0.6466271649250523,-0.018475061855001387,63.0,2.97,11.89,0.78,4,1
Broad match,USA,Thursday,0,Apr,0,4,8.999742789830492,9.267275151681028,9.200391721186435,0.0,0.011465730941929715,6.0,1.88,10.84,5.42,3,2
Phrase match,B,Saturday,1,Aug,0,37,5.968707559985366,6.313166434972653,6.346303621619128,0.2059487473003374,0.006087839277766371,33.0,2.37,7.22,0.59,4,1
Exact match,B,Friday,0,Jul,0,66,3.713572066704308,4.853574653042442,4.715328862245561,0.43213335519032636,0.0844385587181019,82.0,2.83,8.0,0.32,4,1
Broad match,USA,Sunday,1,Jul,0,71,4.709530201312334,5.211728415493796,5.281793274484931,0.21019457697340638,-0.02402223736838975,9.0,1.97,10.57,3.59,3,1
Exact match,USA,Friday,0,Oct,0,120,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,57.0,2.37,12.98,4.14,5,1
Exact match,USA,Monday,0,Nov,0,89,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,57.0,2.37,12.98,3.22,5,1
Broad match,A,Thursday,0,Dec,0,37,5.14166355650266,4.2626798770413155,4.207537502988483,0.0,0.04726489204528397,4.0,1.15,6.23,3.04,3,3
Exact match,USA,Sunday,1,Jan,0,8,3.044522437723423,3.786323255377647,4.010722463735905,-0.21825356602001778,-0.08231765722467449,53.0,4.25,18.02,15.85,5,2
Exact match,USA,Friday,0,Oct,0,99,5.351858133476067,5.6315801265787,5.491719130027383,0.0,0.095904683349474,46.0,2.69,10.75,15.69,4,1
Phrase match,C,Monday,0,Sep,0,7,5.968707559985366,5.771441123130015,5.8371966020818,0.0,-0.04508947128122254,33.0,2.37,7.22,0.19,4,1
Broad match,A,Sunday,1,Jun,0,92,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,0.0,0.0,1.88,3,1
Broad match,A,Tuesday,0,Jun,0,90,5.771441123130016,5.968707559985366,5.902991913419094,0.0,0.04562065913735779,14.0,2.48,9.22,32.13,5,11
Broad match,A,Sunday,1,Jun,0,106,4.948759890378168,5.077362334461163,5.064502090052864,-0.19290366612449183,-0.01929036661244942,3.0,3.07,8.06,0.16,3,1
Broad match,USA,Tuesday,0,Jan,0,27,2.3978952727983707,2.613437661106721,2.8289800494150725,-0.6466271649250523,-0.11085037113000867,32.0,3.34,5.98,25.33,3,3
Broad match,USA,Friday,0,Apr,0,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,4,1
Phrase match,USA,Wednesday,0,Sep,0,19,2.3978952727983707,1.598596848532247,1.998246060665309,2.3978952727983707,-0.20553388052557467,21.0,0.0,0.0,102.83,5,14
Broad match,B,Saturday,1,Jun,0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,4,5
Exact match,USA,Friday,0,Dec,0,108,3.044522437723423,3.044522437723423,3.066572832489822,0.0,0.0478650502165249,49.0,2.51,15.17,14.12,4,1
Exact match,USA,Friday,0,Aug,0,38,5.351858133476067,5.281793274484932,5.35226941628827,0.21019457697340638,-0.03624487292743162,46.0,2.69,10.75,96.69,4,8
Broad match,USA,Thursday,0,Jan,1,32,3.9318256327243257,3.7863232553776474,3.9329835978199803,0.21825356602001778,-0.03157609746422698,75.0,2.4,9.08,41.61,5,7
Broad match,USA,Saturday,1,Feb,0,2,3.044522437723423,2.828980049415072,2.9367512435692475,0.6466271649250523,-0.055425185565004274,49.0,2.51,15.17,248.46,4,34
Phrase match,C,Tuesday,0,Jul,0,76,5.771441123130016,6.244516852539207,6.210192061322484,0.0,0.005884249922866328,76.0,4.02,14.77,0.8,5,2
Phrase match,B,Sunday,1,Jun,0,99,5.771441123130016,6.244516852539207,6.210192061322484,-0.2059487473003374,0.01765274976860042,76.0,4.02,14.77,1.21,5,2
Broad match,B,Sunday,1,Nov,0,155,3.713572066704308,4.709530201312334,4.781552427177387,0.0,-0.037040001873456206,82.0,2.83,8.0,0.65,4,2
Exact match,C,Tuesday,0,Jan,0,69,3.9318256327243257,4.640323322910606,4.794541606644387,0.44685032427101845,-0.09298252815256376,61.0,2.59,7.15,0.15,4,1
Exact match,USA,Saturday,1,Nov,0,91,3.713572066704308,4.640323322910606,4.648574812023948,-0.44685032427101845,-0.06847107424104285,82.0,2.83,8.0,4.76,4,1
Broad match,USA,Saturday,1,Dec,0,44,4.709530201312334,4.345406420199827,4.386769691779083,-0.2481796294755343,-0.021272539669331698,18.0,2.13,5.94,2.7,4,1
Broad match,A,Tuesday,0,Oct,0,102,5.14166355650266,5.281793274484932,5.387713128596041,0.0,-0.05461407907846946,6.0,3.98,16.2,0.72,3,1
Broad match,A,Sunday,1,Dec,0,48,3.713572066704308,4.494356528290166,4.5755914147137275,0.2481796294755343,-0.02810767364264113,82.0,2.83,8.0,3.23,4,2
Broad match,A,Wednesday,0,Dec,0,52,8.188966863648876,7.309218634835311,7.27463609575461,0.0,0.041499046896841155,17.0,7.86,43.44,6.12,4,6
Phrase match,A,Saturday,1,Jul,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,5,1
Broad match,C,Friday,0,Nov,0,73,3.9318256327243257,4.079643940262312,3.886386120783453,-0.5491078103370075,0.05554051422586925,75.0,2.4,9.08,3.53,5,4
Phrase match,USA,Thursday,0,Jan,0,16,4.948759890378168,3.8590744440509863,4.047098058072575,0.0,-0.07004453318278549,17.0,5.22,34.91,162.62,4,54
Phrase match,C,Friday,0,Nov,0,136,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,63.0,2.97,11.89,1.67,4,1
Broad match,USA,Sunday,1,Nov,0,78,5.771441123130016,5.771441123130015,5.702467551194243,0.0,0.023648081806550897,41.0,2.69,8.64,2.34,5,1
Phrase match,A,Tuesday,0,Mar,0,13,5.771441123130016,5.768223030146025,5.870114173943203,-0.19726643685535006,-0.06368718430531575,23.0,4.71,15.24,18.78,3,12
Broad match,A,Friday,0,Jun,0,87,8.188966863648876,7.309218634835311,7.2400535566739075,0.0,0.04742748216781952,17.0,7.86,43.44,59.88,4,32
