day,lambda,budget,n_candidates,n_new_candidates,n_masked,n_real_new,actual_cost,actual_revenue,actual_clicks,actual_profit,profit_old,profit_new,profit_new_raw,profit_total,observed_clicks_total,replay_clicks_total,replay_revenue_total,replay_cost_total,n_old,n_new,profit_improvement,profit_improvement_pct,cost_change,cost_change_pct
2025-12-28,0.0,338.32,638,7,7,6,338.32,3800.0,309.0,3461.68,170.0329261044419,-0.04832756651722793,-0.04832756651722793,169.98459853792468,309.0,14.33084803329917,172.48618590176034,2.5015873638356156,31.0,6.0,-3291.695401462075,-0.950895346034895,-335.8184126361644,-0.9926058543277501
2025-12-28,10.0,338.32,638,7,7,6,338.32,3800.0,309.0,3461.68,170.07254987021508,-4.073760019903946,-4.073760019903946,165.99878985031114,309.0,19.726500278234745,172.48618590081503,6.487396050503893,31.0,6.0,-3295.681210149689,-0.9520467547981585,-331.8326039494961,-0.9808246747147555
2025-12-28,100.0,338.32,638,7,7,6,338.32,3800.0,309.0,3461.68,97.39254987597009,-355.58550970544235,-355.58550970544235,-258.1929598294723,309.0,60.754320856108016,499.4703128906943,757.6632727201664,31.0,6.0,-3719.872959829472,-1.074586027544277,419.34327272016645,1.239487091275025
2025-12-29,0.0,329.52,638,7,7,6,329.52,3400.0,302.0,3070.48,229.21727273265222,-0.03060745879424445,-0.03060745879424445,229.18666527385798,302.0,14.774331770965969,232.0618256051197,2.875160331261812,30.0,6.0,-2841.293334726142,-0.9253580335081621,-326.64483966873814,-0.9912747015924319
2025-12-29,10.0,329.52,638,7,7,6,329.52,3400.0,302.0,3070.48,229.2203744024974,-0.03331621848437426,-0.03331621848437426,229.18705818401304,302.0,14.78303882080818,232.06182560512016,2.8747674211071326,30.0,6.0,-2841.292941815987,-0.9253579055444058,-326.64523257889283,-0.9912758939636224
2025-12-29,100.0,329.52,638,7,7,6,329.52,3400.0,302.0,3070.48,229.53397440248008,-638.2408442185513,-638.2408442185513,-408.70686981607116,302.0,62.97039212005621,232.0618256051028,640.768695421174,30.0,6.0,-3479.186869816071,-1.1331084618092517,311.24869542117403,0.9445517583793823
2025-12-30,0.0,295.62999999999994,638,7,7,7,295.62999999999994,1400.0,276.0,1104.3700000000001,16.65511857509208,-0.5724838184810503,-0.5724838184810503,16.08263475661103,276.0,11.487583072313614,18.37606837606721,2.293433619456179,30.0,7.0,-1088.287365243389,-0.9854372766766473,-293.3365663805438,-0.9922422162180559
2025-12-30,10.0,295.62999999999994,638,7,7,7,295.62999999999994,1400.0,276.0,1104.3700000000001,16.408860590463323,-0.7903113200470899,-0.7903113200470899,15.618549270416233,276.0,12.472428257030131,18.37606837606739,2.7575191056511557,30.0,7.0,-1088.751450729584,-0.9858575031281036,-292.87248089434877,-0.9906723975724684
2025-12-30,100.0,295.62999999999994,638,7,7,7,295.62999999999994,1400.0,276.0,1104.3700000000001,-153.68806115922757,-225.68979988836554,-225.68979988836554,-379.3778610475931,276.0,66.91457920833003,18.37606837606738,397.75392942366057,30.0,7.0,-1483.7478610475932,-1.343524236485592,102.12392942366063,0.34544508143172425
2025-12-31,0.0,233.60000000000002,638,7,7,7,233.60000000000002,3400.0,231.0,3166.4,308.30839107020444,-0.10050168142800353,-0.10050168142800353,308.20788938877644,231.0,8.098076771755633,309.46253797386476,1.254648585088353,30.0,7.0,-2858.1921106112236,-0.9026629960242621,-232.34535141491168,-0.9946290728378068
2025-12-31,10.0,233.60000000000002,638,7,7,7,233.60000000000002,3400.0,231.0,3166.4,392.34005826639657,-517.3572593899112,-517.3572593899112,-125.01720112351461,231.0,113.71142446300405,800.9277002979147,925.9449014214292,30.0,7.0,-3291.4172011235146,-1.039482440981403,692.3449014214292,2.9638052286876246
2025-12-31,100.0,233.60000000000002,638,7,7,7,233.60000000000002,3400.0,231.0,3166.4,1477.0123422671102,2.792254026746832,2.792254026746832,1479.804596293857,231.0,237.35742554158855,2924.581695981226,1444.777099687369,30.0,7.0,-1686.595403706143,-0.5326539299223544,1211.1770996873688,5.1848334746890785
